property_type,num_beds,num_baths,size_sqft,furnishing,lat,lng,subzone,planning_area,price,built_year,tenure,pri_sch,sec_sch,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,close_pri_sch,close_sec_sch,closest_dist_to_shop,closest_dist_to_com
hdb,2,2,731,unspecified,1.429,103.8,yishun west,yishun,399000.0,1987,99-year leasehold,3.0,1.0,1.0,35518.5136381605,1838.8007415883203,1518.8168499701383,1568.3306038307198,0,0,1788.4855069837452,3026.8245752435555
semi-detached house,5,6,7700,unspecified,1.339,103.75,anak bukit,bukit timah,9135000.0,1997,99-year leasehold,2.0,0.0,1.0,7885.912090289547,1067.256200278732,854.6352458963188,797.7921970034943,1,1,595.4435825630696,1251.995349166412
condo,4,1,1410,unspecified,1.369,103.9,serangoon garden,serangoon,2625000.0,2024,99-year leasehold,2.0,2.0,0.0,11934.374173061657,1498.2558611581346,452.4387826775033,348.1720197800671,2,3,885.6399518968195,2011.485978757028
bungalow,6,6,7015,unspecified,1.317,103.94,frankel,bedok,8998500.0,2014,freehold,3.0,1.0,0.0,8026.34334783924,1468.3786920834889,742.9894947180309,316.77357926626706,2,1,1233.884580451349,3650.1545962005107
hdb,2,2,731,partial,1.446,103.8,sembawang east,sembawang,492400.0,2017,99-year leasehold,0.0,0.0,0.0,22872.971903442816,893.2669566853084,612.7870745745292,468.1113029244354,2,2,805.5238929732488,2032.4694271712879
hdb,2,2,721,unfurnished,1.43,103.8,yishun west,yishun,417900.0,1985,99-year leasehold,3.0,1.0,1.0,35518.5136381605,1762.4260812167627,1430.669818009727,1514.8835953405378,0,0,1712.3168059971715,2996.559170767382
condo,3,3,1711,unspecified,1.303,103.9,tanjong rhu,kallang,4586400.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
corner terrace,6,6,3300,unspecified,1.323,103.75,sunset way,clementi,5832800.0,2001,freehold,0.0,0.0,0.0,5861.603900819588,1396.3256409893563,1395.0790865411184,619.5894307506984,0,1,1314.7846866667492,593.8870870065426
condo,3,2,958,partial,1.319,103.9,aljunied,geylang,1815300.0,2017,99-year leasehold,2.0,2.0,3.0,13503.292250548708,434.41007533248654,946.972851468667,900.566621383998,1,1,1551.5226760754467,2060.73226079669
condo,3,2,1851,partial,1.244,103.8,sentosa,southern islands,4567300.0,2010,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2567.1707538370188,3611.093552756652,3801.9919249789937,0,0,2422.068373294771,4902.53921998605
condo,2,2,1313,unspecified,1.305,103.8,tanglin,orchard,4830000.0,2022,freehold,0.0,0.0,0.0,2208.955223880597,1288.6492806595245,1093.0178355098199,1235.9205761421404,0,0,1263.7937009335644,2117.9928141288656
condo,4,4,1529,unspecified,1.3125,103.8,moulmein,novena,3242400.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,4,4,1442,unspecified,1.299,103.9,bugis,downtown core,4048800.0,2024,99-year leasehold,0.0,0.0,0.0,3176.302640970735,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
executive condo,4,3,1248,unspecified,1.39,103.75,saujana,bukit panjang,1627500.0,2014,99-year leasehold,2.0,1.0,0.0,38400.0,786.5252982065929,572.4014578181741,444.2843770302597,4,4,752.463911062426,2929.099697803953
condo,2,1,635,unfurnished,1.33,103.8,holland road,bukit timah,1834800.0,2021,freehold,0.0,0.0,1.0,3200.2834199338686,778.2900647546518,693.4365954244306,898.7123783342576,1,1,2302.33564919123,3612.104291798139
hdb,3,1,645,unspecified,1.306,103.8,commonwealth,queenstown,356900.0,1967,99-year leasehold,0.0,0.0,1.0,22544.283413848632,1314.1961614342283,1189.8134459071514,1261.4321527647296,0,0,1267.1871453777942,2216.6310742355713
condo,3,2,969,unspecified,1.31,103.94,frankel,bedok,2100000.0,2025,freehold,3.0,1.0,0.0,8026.34334783924,2192.018968672342,1266.4391804611705,1097.1510560291229,0,0,1926.7147219866972,4183.9753874406715
condo,1,1,409,unspecified,1.296,103.9,city hall,downtown core,1530500.0,2025,99-year leasehold,0.0,0.0,3.0,112.5809175344779,769.721131791539,2156.6520612807694,925.429242643781,0,1,725.4409684981202,2491.914717161905
condo,1,1,420,unspecified,1.309,103.9,aljunied,geylang,750800.0,2013,freehold,2.0,2.0,3.0,13503.292250548708,514.7797757316296,1494.3186472015718,1243.1410833496113,0,0,616.2211483557435,2315.63497812499
condo,3,3,1830,partial,1.295,103.8,institution hill,river valley,4725000.0,1986,freehold,0.0,0.0,0.0,8023.433520122262,715.191352287586,531.1077384406963,188.6024666509478,1,2,1077.1202942088792,1227.7474835760438
executive condo,3,2,1076,unfurnished,1.397,103.94,waterway east,punggol,1449000.0,2014,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3014.6204119954273,2132.7161056727896,2878.1490385345915,0,0,2161.2570320426157,1993.210873241729
terraced house,5,4,2400,unspecified,1.361,103.94,flora drive,pasir ris,4200000.0,1998,freehold,0.0,0.0,0.0,15534.391534391536,1761.3877409725792,295.79635517424555,1007.5572987606051,2,0,946.5187003552956,1245.4815750332941
hdb,2,2,731,partial,1.43,103.8,woodlands south,woodlands,451500.0,2017,99-year leasehold,2.0,3.0,1.0,26015.228426395937,1762.4260812167627,1430.669818009727,1514.8835953405378,0,0,1712.3168059971715,2996.559170767382
corner terrace,7,6,3325,unspecified,1.348,103.9,tai seng,hougang,3465000.0,1999,99-year leasehold,2.0,2.0,1.0,7699.588019151542,413.47875947396795,736.9717821726521,100.11527873809246,2,3,436.26379655867214,500.365408037444
hdb,3,2,1184,unspecified,1.398,103.94,waterway east,punggol,596400.0,2005,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3112.778392016831,2125.5724934012433,2879.1008903410084,0,0,2267.019564063258,2094.755836156717
hdb,3,2,1377,unspecified,1.375,103.94,pasir ris west,pasir ris,787500.0,1989,99-year leasehold,1.0,0.0,0.0,22603.258810155363,1327.9449233410323,284.3706825723307,1516.4448749729697,1,0,638.7506884795436,966.5538547140025
hdb,3,2,1001,unspecified,1.33,103.75,taman jurong,jurong west,617400.0,2017,99-year leasehold,1.0,2.0,1.0,26894.83258101462,923.1372995362924,1665.8247559163458,1249.3759062906881,0,0,620.1784849970733,375.9076188074175
hdb,3,2,1184,unspecified,1.381,103.9,trafalgar,hougang,630000.0,1989,99-year leasehold,2.0,1.0,0.0,28204.54024306352,2026.9231489961305,730.0389648768854,897.8140179209237,2,1,758.9363869022142,2026.5335952108908
executive condo,3,2,1055,unspecified,1.401,103.9,matilda,punggol,1362900.0,2016,99-year leasehold,1.0,1.0,0.0,38675.2611691487,2518.343259756904,943.7123051064557,1217.4803265764892,1,0,1084.3704660632204,1277.367010907609
condo,1,1,527,unspecified,1.294,103.8,institution hill,river valley,1739800.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
condo,4,3,1582,unspecified,1.301,103.9,marine parade,marine parade,3851400.0,2024,freehold,2.0,1.0,0.0,23172.41379310345,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
hdb,2,2,742,unspecified,1.3545,103.9,serangoon central,serangoon,524000.0,1985,99-year leasehold,1.0,1.0,3.0,23316.696487428195,495.42470108243765,841.9586392579462,694.8498860206496,2,3,434.9433591061785,469.0216017127455
condo,1,1,624,unspecified,1.364,103.75,hillview,bukit batok,966000.0,2016,99-year leasehold,0.0,0.0,0.0,9680.979133226325,658.6394691403557,607.8718084640523,58.711189252975736,1,2,1579.0537679708082,3770.973925502855
condo,4,4,1604,unspecified,1.3125,103.8,moulmein,novena,3780000.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
hdb,3,2,1001,unspecified,1.424,103.9,yishun east,yishun,577500.0,2017,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4032.469847010639,2960.3913332055536,3035.2785024176483,0,0,2987.1965080287046,1840.718764229254
hdb,4,2,1185,unspecified,1.45,103.8,sembawang central,sembawang,591200.0,2001,99-year leasehold,1.0,1.0,1.0,36197.2123985854,848.4183136467071,351.5241766875705,438.78456338483727,3,2,810.9216704393821,1767.0136375851826
condo,3,2,1055,unspecified,1.299,103.9,tanjong rhu,kallang,2479000.0,2016,freehold,0.0,1.0,1.0,5417.926460548132,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
hdb,3,2,1291,unspecified,1.388,103.94,rivervale,sengkang,630000.0,2003,99-year leasehold,2.0,2.0,0.0,38049.71319311664,2090.5676820873978,1322.797026063757,2435.2101364204664,0,0,1133.4206721582475,1057.7491279662577
condo,1,1,474,fully,1.384,103.94,pasir ris west,pasir ris,787500.0,2017,99-year leasehold,1.0,0.0,0.0,22603.258810155363,1773.0802325754726,900.9892034671421,2205.6124581895715,1,0,768.3827746634862,798.4586106701819
condo,4,3,1799,unspecified,1.291,103.9,clarke quay,singapore river,5574400.0,2026,99-year leasehold,0.0,0.0,1.0,447.9669193659545,1312.2861731136122,2430.0119791812176,1285.559868625469,0,0,1259.4150634778828,2324.226820679785
condo,1,1,495,unspecified,1.314,103.8,nassim,tanglin,1491000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,659.0128435142686,854.2925336348969,689.7231168356401,1,1,1656.5926838698595,2645.541593099815
condo,1,1,474,partial,1.3125,103.8,farrer court,bukit timah,1365000.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
hdb,3,2,1011,unspecified,1.332,103.94,kaki bukit,bedok,546000.0,1982,99-year leasehold,1.0,0.0,2.0,13169.088975540588,775.6154060913439,395.94265745387816,290.25082205076166,5,3,1102.1751211689339,2502.1181620734446
hdb,3,2,1001,unspecified,1.325,103.9,balestier,novena,848400.0,2018,99-year leasehold,1.0,0.0,0.0,16832.762379321084,573.1192236034713,733.1352763826707,1006.3891415325944,2,0,1026.034110930425,2200.1982729930573
hdb,3,2,1420,unspecified,1.366,103.94,pasir ris drive,pasir ris,714000.0,1989,99-year leasehold,4.0,3.0,0.0,33186.9740212221,1514.3609863266274,331.8172905742391,1281.0226213989285,2,0,1461.4445209594564,1682.2147083654381
hdb,3,2,1044,unspecified,1.35,103.9,upper paya lebar,serangoon,564900.0,1992,99-year leasehold,0.0,1.0,0.0,18829.290006677053,272.6347204677498,732.678266308506,278.3775733595921,2,3,320.22247010160623,351.8082630823093
condo,1,1,474,unspecified,1.3125,103.8,farrer court,bukit timah,1438500.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
bungalow,8,8,12000,unspecified,1.249,103.8,sentosa,southern islands,34650000.0,2012,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2078.33241767171,3072.2832723955653,3287.2160556232984,0,0,1922.0110926016705,4370.099968244434
executive condo,3,3,1281,unspecified,1.38,103.94,pasir ris west,pasir ris,1289400.0,2005,99-year leasehold,1.0,0.0,0.0,22603.258810155363,1514.7549743146521,501.0987585027317,1868.3931792202086,1,0,522.9824132422187,730.4573465895269
condo,2,1,732,unspecified,1.274,103.8,anson,downtown core,1860600.0,2026,99-year leasehold,0.0,0.0,0.0,775.1937984496124,512.4786616452145,466.17564766447134,1154.6094689648473,1,0,1229.0595933534555,1711.3548064203899
terraced house,5,7,4284,unspecified,1.371,103.8,sembawang hills,ang mo kio,5859000.0,1980,freehold,0.0,0.0,0.0,7657.909446618223,2427.686218501118,2432.208375495597,1961.683730123279,0,0,2744.792606642922,4564.428431026234
hdb,3,2,1184,unfurnished,1.39,103.9,anchorvale,sengkang,561800.0,2001,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2150.9345924639656,94.45008432317402,376.24868182573096,2,1,259.01959730839286,1519.4435505378844
condo,4,3,1528,unspecified,1.386,103.8,tagore,ang mo kio,3307500.0,2026,99-year leasehold,0.0,0.0,1.0,2384.380061184092,1444.8426629727887,2726.568714388651,2729.451392209434,0,0,4022.635089417636,5551.549106067904
condo,2,1,592,unspecified,1.3,103.9,dhoby ghaut,museum,1457400.0,2023,99-year leasehold,0.0,1.0,3.0,1441.4414414414414,336.55025164296967,1943.0657016032892,802.4452139856216,0,1,320.7338315397653,2698.1884309960174
condo,2,2,742,partial,1.346,103.9,upper paya lebar,serangoon,1792100.0,2021,freehold,0.0,1.0,0.0,18829.290006677053,601.6077545830979,559.239282107667,192.0527970956523,2,4,610.2802488195483,686.5087335440879
semi-detached house,6,4,5910,unspecified,1.312,103.8,leedon park,bukit timah,8799000.0,1997,freehold,0.0,0.0,1.0,3159.1856757419673,869.9144554083573,1139.32441132957,997.9798102500641,0,1,1467.1536477390737,2554.8549555266627
hdb,3,2,1120,unspecified,1.348,103.75,bukit batok central,bukit batok,556500.0,1987,99-year leasehold,2.0,1.0,1.0,34099.71260777208,160.5262718767133,447.4984660636491,326.70957868045775,3,2,281.5210179328547,2214.4763411719523
hdb,3,2,1001,unspecified,1.448,103.8,sembawang east,sembawang,630000.0,2017,99-year leasehold,0.0,0.0,0.0,22872.971903442816,843.6252957408694,449.85832964324055,544.997214591014,4,2,778.5019223014496,1891.948328756952
corner terrace,7,5,4779,unspecified,1.355,103.9,serangoon garden,serangoon,5754000.0,1990,freehold,2.0,2.0,0.0,11934.374173061657,591.9611323814361,767.9953929124274,622.7338654248098,1,3,470.20751547311903,556.7520666476856
condo,3,2,958,unspecified,1.316,103.9,lavender,kallang,1819600.0,2026,freehold,0.0,0.0,2.0,12802.21957986524,661.215973601564,1041.3723371412782,930.903512891306,0,1,1395.75298926985,2065.8802387248115
condo,4,4,1399,unfurnished,1.283,103.8,pearl's hill,outram,3608800.0,2023,99-year leasehold,0.0,1.0,0.0,10897.435897435898,856.562151411533,416.89956001888476,308.0648324505956,2,1,927.984026747101,1022.786023958187
semi-detached house,6,6,4865,unfurnished,1.367,103.9,hougang central,hougang,4305000.0,2022,99-year leasehold,0.0,0.0,1.0,10685.985963323523,1363.4942660071342,669.2083540415205,502.57772741848765,1,2,1072.0306962793743,1797.0392899100175
condo,1,1,441,unspecified,1.317,103.8,nassim,tanglin,1142400.0,2014,freehold,0.0,0.0,1.0,4541.768045417681,569.290938701315,611.4072527776592,409.5359951827492,1,1,1883.6948502854393,2771.776373443841
hdb,2,2,753,unspecified,1.3545,103.9,serangoon central,serangoon,483000.0,1985,99-year leasehold,1.0,1.0,3.0,23316.696487428195,495.42470108243765,841.9586392579462,694.8498860206496,2,3,434.9433591061785,469.0216017127455
hdb,3,2,1432,unspecified,1.348,103.75,bukit batok central,bukit batok,837900.0,1987,99-year leasehold,2.0,1.0,1.0,34099.71260777208,160.5262718767133,447.4984660636491,326.70957868045775,3,2,281.5210179328547,2214.4763411719523
hdb,2,2,721,unspecified,1.43,103.8,yishun west,yishun,417900.0,1985,99-year leasehold,3.0,1.0,1.0,35518.5136381605,1762.4260812167627,1430.669818009727,1514.8835953405378,0,0,1712.3168059971715,2996.559170767382
semi-detached house,5,6,5564,unspecified,1.327,103.8,malcolm,novena,4713300.0,2017,freehold,1.0,3.0,0.0,2236.3732848154045,619.0371920987166,768.5728430646536,820.9490581827473,2,2,2449.024797622005,3390.4506748929703
hdb,3,2,1108,unspecified,1.336,103.9,joo seng,toa payoh,598500.0,1983,99-year leasehold,0.0,1.0,0.0,7709.042754445706,588.9777642885045,70.32169337290925,208.7944880590319,2,3,880.0876739412043,1729.4279172189665
hdb,3,2,1001,unspecified,1.446,103.8,sembawang east,sembawang,651000.0,2017,99-year leasehold,0.0,0.0,0.0,22872.971903442816,893.2669566853084,612.7870745745292,468.1113029244354,2,2,805.5238929732488,2032.4694271712879
condo,3,2,1270,unspecified,1.315,103.8,moulmein,novena,3306300.0,2026,freehold,1.0,0.0,1.0,6901.669758812616,611.5387340671831,766.529220102696,591.1588980049153,1,1,1728.7910777290197,2683.888705499148
terraced house,5,5,3014,unspecified,1.389,103.8,tagore,ang mo kio,4307800.0,2005,freehold,0.0,0.0,1.0,2384.380061184092,1155.8551405621827,2893.89482022338,2897.5497405958577,0,0,4159.076521409636,5517.166490619564
hdb,2,2,700,unspecified,1.3125,103.8,ghim moh,queenstown,449400.0,1976,99-year leasehold,0.0,0.0,0.0,28521.416803953874,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
terraced house,5,4,2600,unspecified,1.364,103.94,flora drive,pasir ris,2625000.0,1996,99-year leasehold,0.0,0.0,0.0,15534.391534391536,1634.1504060061623,174.09957779031785,1308.4141860237319,2,0,1257.7805785142189,1499.2159210174432
condo,3,2,1141,partial,1.303,103.9,tanjong rhu,kallang,3175200.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
executive condo,3,2,969,unfurnished,1.435,103.9,yishun east,yishun,1246400.0,2027,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4477.936833839678,3025.37998797447,3670.629248147932,0,0,3455.00310681752,2939.1120256884196
condo,1,1,527,unspecified,1.305,103.75,dover,queenstown,1260000.0,2023,99-year leasehold,1.0,2.0,0.0,8027.240454973556,2048.583451890329,1189.2557246622987,1061.6008369676815,0,0,1786.2653714086969,2598.365506321766
condo,1,1,560,partial,1.303,103.9,tanjong rhu,kallang,1774500.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
bungalow,6,7,11500,unspecified,1.248,103.8,sentosa,southern islands,22890000.0,2010,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2174.0468120214177,3179.9328338839773,3389.468089687664,0,0,2020.2520256754644,4476.385935204988
condo,4,4,2486,unspecified,1.305,103.8,tanglin,orchard,9975000.0,2008,999-year leasehold,0.0,0.0,0.0,2208.955223880597,1288.6492806595245,1093.0178355098199,1235.9205761421404,0,0,1263.7937009335644,2117.9928141288656
semi-detached house,6,7,6900,unspecified,1.387,103.9,seletar hills,serangoon,7140000.0,2013,freehold,0.0,0.0,0.0,6307.118033208907,2059.5075692369637,371.28890896986087,580.5238536462458,2,1,566.1429202224953,1641.9006667192077
condo,3,2,936,unspecified,1.331,103.75,sunset way,clementi,1974000.0,2024,999-year leasehold,0.0,0.0,0.0,5861.603900819588,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
hdb,3,2,1011,unspecified,1.375,103.9,trafalgar,hougang,546000.0,1989,99-year leasehold,2.0,1.0,0.0,28204.54024306352,1975.5668111157345,203.16795477260584,541.4195948398404,3,4,505.6444680352609,2523.257600851095
condo,2,1,592,unfurnished,1.315,103.9,moulmein,novena,1572900.0,2022,freehold,1.0,0.0,1.0,6901.669758812616,594.4536194240955,1070.2719953262983,965.5401733396909,0,1,1346.2838241404681,2078.9681339262993
condo,3,3,1679,unspecified,1.301,103.8,paterson,river valley,4914000.0,2010,freehold,0.0,0.0,0.0,1386.4818024263432,994.8625807613327,739.3553471341277,821.9619340079034,1,2,1341.1376045159636,1735.3630903176308
condo,1,1,463,unfurnished,1.345,103.9,upper paya lebar,serangoon,1194900.0,2022,freehold,0.0,1.0,0.0,18829.290006677053,626.5342592715958,470.50222994325225,292.727621425748,2,4,706.310485966041,785.5782396425145
condo,3,2,904,unspecified,1.328,103.94,kaki bukit,bedok,1680000.0,2020,freehold,1.0,0.0,2.0,13169.088975540588,989.1661335632857,453.8865702808678,604.5086458250454,5,4,909.9706935834291,2914.1309201452277
condo,3,2,914,unspecified,1.436,103.8,northland,yishun,1155000.0,2017,99-year leasehold,2.0,3.0,0.0,18530.7743216413,1396.830321058991,991.024351580666,1215.2780485525811,1,0,1351.8001198561549,2894.9628791018813
condo,3,3,1044,unspecified,1.3125,103.8,farrer court,bukit timah,3255000.0,2023,freehold,1.0,1.0,1.0,11059.413027916966,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
condo,4,4,3466,unspecified,1.317,103.75,faber,clementi,3768300.0,2023,99-year leasehold,0.0,0.0,0.0,5652.815861632566,1707.474730362377,926.5705417079078,542.8912481473867,1,1,1654.2596660323807,1205.6686695615867
condo,1,1,452,unspecified,1.274,103.8,anson,downtown core,1395400.0,2026,99-year leasehold,0.0,0.0,0.0,775.1937984496124,512.4786616452145,466.17564766447134,1154.6094689648473,1,0,1229.0595933534555,1711.3548064203899
semi-detached house,3,1,1200,unspecified,1.387,103.9,seletar hills,serangoon,4515000.0,2013,freehold,0.0,0.0,0.0,6307.118033208907,2059.5075692369637,371.28890896986087,580.5238536462458,2,1,566.1429202224953,1641.9006667192077
condo,2,2,646,partial,1.3125,103.8,tyersall,tanglin,1575000.0,2023,freehold,0.0,0.0,2.0,1797.7111615623407,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
executive condo,3,3,1076,unspecified,1.435,103.9,yishun east,yishun,1260000.0,2027,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4477.936833839678,3025.37998797447,3670.629248147932,0,0,3455.00310681752,2939.1120256884196
hdb,2,2,721,unspecified,1.368,103.9,chong boon,ang mo kio,388500.0,1979,99-year leasehold,1.0,1.0,0.0,24568.88559243464,1428.3389279391745,560.7841029091896,418.4644993500043,2,2,977.2473804443731,1904.1852587386625
condo,3,3,1249,unspecified,1.315,103.8,nassim,tanglin,3779000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,611.5387340671831,766.529220102696,591.1588980049153,1,1,1728.7910777290197,2683.888705499148
condo,3,2,936,unspecified,1.331,103.75,sunset way,clementi,1926800.0,2024,999-year leasehold,0.0,0.0,0.0,5861.603900819588,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
hdb,3,2,1237,unspecified,1.375,103.9,kangkar,hougang,997500.0,2016,99-year leasehold,0.0,1.0,0.0,32052.80921183244,1975.5668111157345,203.16795477260584,541.4195948398404,3,4,505.6444680352609,2523.257600851095
condo,2,1,700,partial,1.283,103.8,pearl's hill,outram,2026500.0,2023,99-year leasehold,0.0,1.0,0.0,10897.435897435898,856.562151411533,416.89956001888476,308.0648324505956,2,1,927.984026747101,1022.786023958187
hdb,3,2,1216,unspecified,1.445,103.8,sembawang east,sembawang,735000.0,2017,99-year leasehold,0.0,0.0,0.0,22872.971903442816,936.1685443365882,705.3015803875966,464.27996449135475,2,2,840.0268276040223,2107.6143618189562
condo,2,2,893,unspecified,1.438,103.8,yishun west,yishun,1048800.0,2014,99-year leasehold,3.0,1.0,1.0,35518.5136381605,1300.7693049150803,876.4456903544312,922.4289803906031,1,1,1262.3003350906213,2698.167535836366
condo,4,4,1399,unspecified,1.283,103.8,pearl's hill,outram,3867200.0,2023,99-year leasehold,0.0,1.0,0.0,10897.435897435898,856.562151411533,416.89956001888476,308.0648324505956,2,1,927.984026747101,1022.786023958187
hdb,3,2,990,unspecified,1.424,103.9,yishun east,yishun,577500.0,2012,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4032.469847010639,2960.3913332055536,3035.2785024176483,0,0,2987.1965080287046,1840.718764229254
condo,4,4,1464,unfurnished,1.317,103.75,faber,clementi,2929500.0,2023,99-year leasehold,0.0,0.0,0.0,5652.815861632566,1707.474730362377,926.5705417079078,542.8912481473867,1,1,1654.2596660323807,1205.6686695615867
hdb,2,2,796,unspecified,1.354,103.94,tampines west,tampines,408400.0,1987,99-year leasehold,3.0,3.0,3.0,22925.29926335175,895.6721048822442,433.7076209582289,360.45586802028305,4,4,322.356572908469,855.4226734944078
semi-detached house,6,6,5537,unspecified,1.301,103.9,mountbatten,marine parade,9076200.0,2025,freehold,0.0,1.0,0.0,5829.779776856125,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
condo,3,2,1206,unspecified,1.359,103.75,hillview,bukit batok,1732500.0,1998,freehold,0.0,0.0,0.0,9680.979133226325,216.42520898007677,226.91120137652024,578.5523926889531,2,3,1037.243036765193,3297.247129523237
hdb,3,2,1302,fully,1.442,103.8,midview,woodlands,638400.0,2004,99-year leasehold,1.0,2.0,0.0,37665.527552328065,1119.5387100576093,901.6781570821553,588.5042768903064,2,1,1008.69835701902,2348.7987549090817
hdb,2,2,731,unspecified,1.391,103.9,fernvale,sengkang,493500.0,2018,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2191.3470263746904,114.49328657625892,351.5407305651842,2,1,172.57377094453457,1492.2572755701974
condo,2,2,657,unspecified,1.325,103.94,bedok north,bedok,1050000.0,2027,99-year leasehold,4.0,3.0,0.0,25545.463058338795,1008.2857681163771,131.85436738281751,673.7395702025157,3,3,886.3471202640201,3226.9883587089125
corner terrace,6,5,3347,unspecified,1.3545,103.9,serangoon garden,serangoon,8295000.0,1970,freehold,2.0,2.0,0.0,11934.374173061657,495.42470108243765,841.9586392579462,694.8498860206496,2,3,434.9433591061785,469.0216017127455
condo,4,3,1302,unspecified,1.301,103.9,marine parade,marine parade,3299100.0,2024,freehold,2.0,1.0,0.0,23172.41379310345,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
condo,4,3,1356,unspecified,1.341,103.9,joo seng,toa payoh,2517900.0,2026,99-year leasehold,0.0,1.0,0.0,7709.042754445706,498.9521422890479,302.81673255574833,304.36268297490227,2,4,1113.748227713536,1198.465443089942
executive condo,4,2,905,unspecified,1.397,103.9,anchorvale,sengkang,1312500.0,2017,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2365.6697309772057,509.5724331208768,811.1911441550535,2,1,654.9359310718728,1521.1899166798687
condo,2,2,721,unspecified,1.339,103.75,bukit batok south,bukit batok,1746200.0,2024,freehold,0.0,0.0,0.0,8265.057573073516,1067.256200278732,854.6352458963188,797.7921970034943,1,1,595.4435825630696,1251.995349166412
executive condo,4,3,1055,partial,1.435,103.9,yishun east,yishun,1365000.0,2027,99-year leasehold,2.0,1.0,0.0,34290.3973322783,4477.936833839678,3025.37998797447,3670.629248147932,0,0,3455.00310681752,2939.1120256884196
hdb,4,3,1582,unspecified,1.361,103.75,hong kah north,bukit batok,861000.0,1987,99-year leasehold,1.0,2.0,0.0,30435.288640595903,361.7694620615984,328.5533611304961,362.5787707997817,2,3,1253.8496848251384,3484.315106477154
condo,2,2,2164,unspecified,1.309,103.8,nassim,tanglin,7498300.0,2008,freehold,0.0,0.0,1.0,4541.768045417681,1136.4206388140085,1441.7184095483487,1314.7079153402278,0,0,1331.5509026922628,2503.5823999332497
corner terrace,10,8,8800,unspecified,1.378,103.8,sembawang hills,ang mo kio,7757400.0,1980,freehold,0.0,0.0,0.0,7657.909446618223,2264.819909876873,2442.122813315602,2281.592555495343,0,0,3302.9013622100024,4983.339285804416
hdb,3,2,1012,unfurnished,1.394,103.9,fernvale,sengkang,627900.0,2013,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2286.4957053775433,77.87209384554393,459.4917271803744,2,1,243.62201976738967,1456.9486305014523
condo,2,2,700,unspecified,1.386,103.8,tagore,ang mo kio,1764000.0,2026,99-year leasehold,0.0,0.0,1.0,2384.380061184092,1444.8426629727887,2726.568714388651,2729.451392209434,0,0,4022.635089417636,5551.549106067904
