,property_type,num_beds,num_baths,size_sqft,price,built_year,price_per_sqft,furnishing_unspecified,furnishing_partial,furnishing_unfurnished,furnishing_fully,tenure_99,tenure_999,tenure_freehold
2110,4,1,1,527,1574000.0,-3,2986.72,1,0,0,0,0,0,1
2111,4,2,2,828,2016000.0,0,2434.78,1,0,0,0,0,0,1
2112,8,1,1,474,312900.0,36,660.13,1,0,0,0,1,0,0
2113,4,4,3,1500,2604000.0,-4,1736.0,1,0,0,0,1,0,0
2114,8,2,2,731,525000.0,5,718.19,1,0,0,0,1,0,0
2115,4,1,1,463,997500.0,3,2154.43,0,1,0,0,1,0,0
2116,12,5,4,3800,5145000.0,43,1353.95,1,0,0,0,0,0,1
2117,6,3,2,1345,1522500.0,5,1131.97,1,0,0,0,1,0,0
2118,8,3,2,1011,614200.0,4,607.52,1,0,0,0,1,0,0
2119,8,3,2,1216,711900.0,5,585.44,1,0,0,0,1,0,0
2120,8,3,2,962,714000.0,9,742.2,1,0,0,0,1,0,0
2121,4,3,3,1152,2726800.0,-2,2367.01,1,0,0,0,0,0,1
2122,4,1,1,484,1485100.0,-2,3068.39,1,0,0,0,0,0,1
2123,8,3,2,1356,734000.0,33,541.3,1,0,0,0,1,0,0
2124,3,6,5,3412,5040000.0,9,1477.14,1,0,0,0,0,0,1
2125,2,6,6,7015,8919800.0,8,1271.53,1,0,0,0,0,0,1
2126,8,3,2,968,984900.0,14,1017.46,0,1,0,0,1,0,0
2127,4,2,1,624,1069800.0,6,1714.42,1,0,0,0,1,0,0
2128,4,3,2,883,1755600.0,-1,1988.22,1,0,0,0,0,0,1
2129,4,2,2,818,2479000.0,-1,3030.56,1,0,0,0,0,0,1
2130,4,3,3,1195,1207500.0,14,1010.46,1,0,0,0,1,0,0
2131,12,4,3,2500,3622500.0,29,1449.0,1,0,0,0,0,0,1
2132,4,4,3,1592,3780000.0,24,2374.37,0,0,1,0,0,1,0
2133,4,3,3,1087,2327600.0,1,2141.31,1,0,0,0,0,0,1
2134,4,2,2,1313,5051700.0,0,3847.45,1,0,0,0,0,0,1
2135,4,5,3,1507,3193000.0,-1,2118.78,0,0,1,0,0,0,1
2136,4,3,3,1356,2656500.0,-4,1959.07,1,0,0,0,1,0,0
2137,8,2,2,775,522900.0,37,674.71,1,0,0,0,1,0,0
2138,10,5,6,7700,9134900.0,39,1186.35,1,0,0,0,0,0,1
2139,4,2,2,926,1176000.0,8,1269.98,1,0,0,0,1,0,0
2140,8,3,2,1572,806400.0,33,512.98,1,0,0,0,1,0,0
2141,8,3,2,1184,617400.0,14,521.45,1,0,0,0,1,0,0
2142,10,7,7,6380,7653300.0,11,1199.58,1,0,0,0,0,0,1
2143,4,3,3,1184,3009300.0,-1,2541.64,0,1,0,0,1,0,0
2144,4,2,2,1023,1344000.0,7,1313.78,1,0,0,0,1,0,0
2145,8,2,1,775,344400.0,40,444.39,0,1,0,0,1,0,0
2146,4,2,2,829,2469600.0,-4,2979.01,1,0,0,0,1,0,0
2147,8,3,2,990,493500.0,42,498.48,1,0,0,0,1,0,0
2148,4,3,3,1227,3360000.0,-3,2738.39,1,0,0,0,0,0,1
2149,4,2,1,700,2080000.0,-1,2971.43,0,0,1,0,1,0,0
2150,4,2,2,829,2303900.0,-3,2779.13,0,0,1,0,0,0,1
2151,6,4,3,1227,1680000.0,6,1369.19,1,0,0,0,1,0,0
2152,6,5,3,1593,2072700.0,-5,1301.13,0,1,0,0,1,0,0
2153,4,4,2,1345,4058900.0,-1,3017.77,1,0,0,0,0,0,1
2154,4,3,3,1249,3738900.0,0,2993.51,1,0,0,0,0,0,1
2155,8,3,2,1000,577500.0,12,577.5,1,0,0,0,1,0,0
2156,4,3,2,840,2375100.0,-1,2827.5,0,1,0,0,0,0,1
2157,8,2,2,731,472500.0,43,646.37,1,0,0,0,1,0,0
2158,4,2,1,829,2494800.0,-4,3009.41,1,0,0,0,1,0,0
2159,6,4,3,1367,1837500.0,6,1344.18,0,1,0,0,1,0,0
2160,4,2,2,646,1068900.0,5,1654.64,1,0,0,0,0,0,1
2161,8,3,2,1281,598500.0,18,467.21,1,0,0,0,1,0,0
2162,8,3,2,1270,840000.0,41,661.42,1,0,0,0,1,0,0
2163,4,2,1,657,1660000.0,0,2526.64,0,1,0,0,0,0,1
2164,4,4,4,1959,5813800.0,-4,2967.74,1,0,0,0,1,0,0
2165,6,3,2,947,1071000.0,-1,1130.94,0,1,0,0,1,0,0
2166,10,4,3,2200,3885000.0,9,1765.91,1,0,0,0,0,0,1
2167,4,3,3,1367,1680000.0,21,1228.97,1,0,0,0,1,0,0
2168,8,3,2,1216,861900.0,6,708.8,1,0,0,0,1,0,0
2169,4,1,1,474,1377600.0,-1,2906.33,1,0,0,0,0,0,1
2170,8,3,2,1216,766500.0,5,630.35,1,0,0,0,1,0,0
2171,4,2,1,635,1353400.0,0,2131.34,1,0,0,0,0,0,1
2172,4,5,4,2045,5040000.0,-2,2464.55,1,0,0,0,0,0,1
2173,4,2,2,776,2089500.0,-3,2692.65,0,0,1,0,0,0,1
2174,2,8,8,7000,6195000.0,42,885.0,1,0,0,0,0,0,1
2175,4,5,4,2217,7444500.0,0,3357.92,0,1,0,0,0,0,1
2176,6,4,2,1463,1732500.0,6,1184.21,1,0,0,0,1,0,0
2177,4,4,6,2411,7980000.0,-3,3309.83,1,0,0,0,0,0,1
2178,8,3,2,1184,693000.0,6,585.3,1,0,0,0,1,0,0
2179,8,3,2,1001,1049000.0,4,1047.95,1,0,0,0,1,0,0
2180,4,2,2,678,1423800.0,-4,2100.0,0,1,0,0,1,0,0
2181,4,2,1,678,1869000.0,0,2756.64,1,0,0,0,0,0,1
2182,4,1,1,474,945000.0,5,1993.67,0,0,0,1,1,0,0
2183,4,3,2,1410,3439800.0,0,2439.57,1,0,0,0,0,0,1
2184,8,3,2,936,743400.0,19,794.23,1,0,0,0,1,0,0
2185,4,1,1,474,1761900.0,-2,3717.09,0,0,1,0,1,0,0
2186,5,5,4,4500,6182400.0,11,1373.87,1,0,0,0,0,0,1
2187,8,3,2,9727,535500.0,37,55.05,1,0,0,0,1,0,0
2188,8,2,2,721,477800.0,5,662.69,1,0,0,0,1,0,0
2189,8,3,2,1001,911400.0,4,910.49,1,0,0,0,1,0,0
2190,4,3,3,1356,4236800.0,-1,3124.48,0,0,1,0,0,0,1
2191,4,2,2,807,2828700.0,-3,3505.2,0,0,1,0,0,0,1
2192,10,4,4,4717,8477700.0,-3,1797.27,1,0,0,0,0,0,1
2193,8,3,2,1259,945000.0,45,750.6,1,0,0,0,1,0,0
2194,10,6,6,4865,4305000.0,0,884.89,1,0,0,0,1,0,0
2195,4,2,1,614,1811700.0,-3,2950.65,0,0,1,0,0,0,1
2196,8,3,2,1216,871500.0,5,716.69,1,0,0,0,1,0,0
2197,4,1,1,560,1761900.0,-1,3146.25,1,0,0,0,1,0,0
2198,8,3,2,990,787500.0,13,795.45,1,0,0,0,1,0,0
2199,4,4,2,1130,2400200.0,-3,2124.07,1,0,0,0,0,0,1
2200,4,2,2,818,2299500.0,-1,2811.12,1,0,0,0,1,0,0
2201,8,2,2,721,525000.0,6,728.16,1,0,0,0,1,0,0
2202,8,3,2,893,1029000.0,6,1152.3,1,0,0,0,1,0,0
2203,8,3,2,1087,525000.0,24,482.98,1,0,0,0,1,0,0
2204,4,2,1,570,1278900.0,1,2243.68,1,0,0,0,1,0,0
2205,4,1,1,463,1463700.0,-1,3161.34,1,0,0,0,0,0,1
2206,4,2,1,603,997500.0,2,1654.23,1,0,0,0,1,0,0
2207,8,3,2,1000,837900.0,4,837.9,1,0,0,0,1,0,0
2208,4,4,4,1399,3491200.0,-1,2495.5,1,0,0,0,1,0,0
2209,8,3,2,1184,840000.0,18,709.46,1,0,0,0,1,0,0
2210,4,4,5,2476,8013600.0,8,3236.51,0,0,1,0,0,0,1
2211,4,2,2,742,1801600.0,1,2428.03,0,1,0,0,0,0,1
2212,8,2,2,796,374800.0,39,470.85,1,0,0,0,1,0,0
2213,8,4,2,1313,722400.0,35,550.19,0,0,1,0,1,0,0
2214,4,4,4,1399,3272800.0,-1,2339.39,1,0,0,0,0,0,1
2215,4,1,1,603,1450300.0,-4,2405.14,1,0,0,0,0,0,1
2216,4,3,3,1033,2310000.0,3,2236.21,1,0,0,0,1,0,0
2217,8,3,2,1001,593200.0,5,592.61,1,0,0,0,1,0,0
2218,4,4,3,2422,4321600.0,12,1784.31,1,0,0,0,1,0,0
2219,4,4,4,2336,5670000.0,11,2427.23,1,0,0,0,1,0,0
2220,12,4,5,4622,5124000.0,42,1108.61,1,0,0,0,0,0,1
2221,4,2,2,969,2289000.0,8,2362.23,1,0,0,0,1,0,0
2222,8,3,2,1216,1005900.0,4,827.22,1,0,0,0,1,0,0
2223,8,3,2,1001,543900.0,10,543.36,1,0,0,0,1,0,0
2224,4,3,2,947,2729000.0,-1,2881.73,0,0,1,0,1,0,0
2225,4,1,1,520,1207500.0,-4,2322.12,1,0,0,0,1,0,0
2226,2,5,6,7500,9975000.0,42,1330.0,1,0,0,0,0,0,1
2227,6,3,2,958,1197000.0,-5,1249.48,0,1,0,0,1,0,0
2228,8,3,2,1001,911400.0,4,910.49,0,0,0,1,1,0,0
2229,4,4,4,1604,3788400.0,-1,2361.85,0,0,1,0,1,0,0
2230,4,4,3,1345,1732500.0,6,1288.1,1,0,0,0,1,0,0
2231,4,2,2,807,2453800.0,-3,3040.64,1,0,0,0,0,0,1
2232,4,2,2,829,2297400.0,-4,2771.29,0,1,0,0,1,0,0
2233,8,3,2,1205,879900.0,5,730.21,1,0,0,0,1,0,0
2234,4,4,3,1249,2394000.0,-2,1916.73,1,0,0,0,0,1,0
2235,8,3,2,1291,723300.0,24,560.26,0,0,1,0,1,0,0
2236,4,3,2,936,2627200.0,-3,2806.84,0,0,1,0,0,0,1
2237,8,3,2,1001,598500.0,10,597.9,0,0,0,1,1,0,0
2238,6,4,3,1130,1470000.0,5,1300.88,1,0,0,0,1,0,0
2239,4,3,3,2207,10254300.0,-2,4646.26,1,0,0,0,0,0,1
2240,8,5,3,1647,924000.0,18,561.02,1,0,0,0,1,0,0
2241,10,4,3,2800,6699000.0,33,2392.5,1,0,0,0,0,0,1
2242,4,3,4,2756,11340000.0,10,4114.66,1,0,0,0,0,0,1
2243,4,4,3,1302,3299100.0,-2,2533.87,0,0,1,0,0,0,1
2244,4,3,2,1270,1449000.0,47,1140.94,1,0,0,0,1,0,0
2245,6,3,2,904,1239000.0,6,1370.58,1,0,0,0,1,0,0
2246,6,3,2,969,1197000.0,-5,1235.29,0,1,0,0,1,0,0
2247,10,6,6,6211,5258400.0,0,846.63,0,0,1,0,1,0,0
2248,4,2,2,592,1669500.0,0,2820.1,1,0,0,0,0,0,1
2249,4,2,2,926,1962600.0,6,2119.44,1,0,0,0,0,0,1
2250,8,3,2,1108,766500.0,30,691.79,1,0,0,0,1,0,0
2251,4,4,4,1518,3891300.0,-2,2563.44,0,1,0,0,1,0,0
2252,6,3,2,1055,1291500.0,7,1224.17,1,0,0,0,1,0,0
2253,4,3,3,990,1851200.0,-4,1869.9,0,0,1,0,0,0,1
2254,4,2,2,700,1478400.0,-4,2112.0,1,0,0,0,1,0,0
2255,2,5,6,6698,19110000.0,25,2853.09,1,0,0,0,1,0,0
2256,4,3,1,689,1858500.0,-1,2697.39,0,1,0,0,1,0,0
2257,4,2,2,807,2453800.0,-3,3040.64,1,0,0,0,0,0,1
2258,4,2,1,840,1386000.0,13,1650.0,1,0,0,0,1,0,0
2259,4,1,1,474,995400.0,-4,2100.0,0,1,0,0,1,0,0
2260,8,3,2,1496,840000.0,23,561.5,1,0,0,0,1,0,0
2261,4,1,1,517,1239000.0,-3,2396.52,1,0,0,0,1,0,0
2262,6,3,2,840,1184400.0,-1,1410.0,1,0,0,0,1,0,0
2263,4,2,2,743,1386000.0,2,1865.41,0,0,1,0,1,0,0
2264,4,2,1,700,2012800.0,-1,2875.43,1,0,0,0,1,0,0
2265,6,4,5,2347,2457000.0,7,1046.87,1,0,0,0,1,0,0
2266,6,3,3,1055,1312500.0,8,1244.08,1,0,0,0,1,0,0
2267,4,3,2,1185000,1244200.0,14,1.05,0,0,1,0,0,1,0
2268,8,3,2,904,441000.0,36,487.83,1,0,0,0,1,0,0
2269,2,5,4,4500,33600000.0,11,7466.67,1,0,0,0,0,1,0
2270,4,2,2,732,2060100.0,0,2814.34,0,1,0,0,0,0,1
2271,4,2,2,840,1186500.0,8,1412.5,1,0,0,0,0,0,1
2272,4,3,3,980,1894200.0,-4,1932.86,0,0,1,0,0,0,1
2273,12,3,3,2500,5061000.0,17,2024.4,1,0,0,0,1,0,0
2274,8,3,2,1151,722400.0,28,627.63,1,0,0,0,1,0,0
2275,8,3,2,990,498800.0,7,503.84,1,0,0,0,1,0,0
2276,4,4,5,2788,9347100.0,-1,3352.62,1,0,0,0,1,0,0
2277,4,1,1,474,1008000.0,-2,2126.58,1,0,0,0,0,0,1
2278,8,3,2,1100,714000.0,24,649.09,1,0,0,0,1,0,0
2279,4,4,6,2067,6938400.0,-3,3356.75,1,0,0,0,0,0,1
2280,3,4,4,3930,4200000.0,8,1068.7,1,0,0,0,1,0,0
2281,6,3,2,904,1260000.0,5,1393.81,1,0,0,0,1,0,0
2282,4,1,1,560,1774500.0,-1,3168.75,1,0,0,0,1,0,0
2283,8,2,2,721,450300.0,43,624.55,1,0,0,0,1,0,0
2284,4,4,4,3423,7547700.0,6,2205.0,1,0,0,0,0,0,1
2285,4,2,2,1173,2701600.0,-1,2303.15,1,0,0,0,1,0,0
2286,4,1,1,463,976500.0,1,2109.07,1,0,0,0,1,0,0
2287,8,3,2,1216,722400.0,6,594.08,1,0,0,0,1,0,0
2288,8,3,2,1259,729800.0,43,579.67,0,0,0,1,1,0,0
2289,4,3,4,2034,6162400.0,0,3029.7,1,0,0,0,0,0,1
2290,8,3,2,1000,588000.0,9,588.0,1,0,0,0,1,0,0
2291,6,3,3,1066,1206400.0,5,1131.71,1,0,0,0,1,0,0
2292,10,4,4,4717,8477700.0,-3,1797.27,1,0,0,0,0,0,1
2293,4,2,2,646,1718800.0,0,2660.68,1,0,0,0,0,0,1
2294,4,3,2,1109,3116500.0,-2,2810.19,0,0,1,0,0,0,1
2295,8,3,2,1270,840000.0,41,661.42,1,0,0,0,1,0,0
2296,4,4,3,1464,2659600.0,-4,1816.67,1,0,0,0,1,0,0
2297,4,1,1,549,1551900.0,0,2826.78,1,0,0,0,0,0,1
2298,4,3,4,2174,5040000.0,11,2318.31,1,0,0,0,1,0,0
2299,4,3,3,969,1562400.0,-1,1612.38,0,1,0,0,0,0,1
2300,4,3,2,980,2777200.0,-1,2833.88,1,0,0,0,1,0,0
2301,4,3,3,1109,3381000.0,0,3048.69,1,0,0,0,0,0,1
2302,6,4,3,1249,1764000.0,8,1412.33,1,0,0,0,1,0,0
2303,8,3,1,979,627900.0,48,641.37,1,0,0,0,1,0,0
2304,8,4,2,1550,756000.0,18,487.74,1,0,0,0,1,0,0
2305,2,5,6,9594,16275000.0,32,1696.37,1,0,0,0,0,0,1
2306,8,2,2,645,640500.0,13,993.02,0,0,1,0,1,0,0
2307,4,3,2,883,1724200.0,-4,1952.66,0,1,0,0,0,0,1
2308,4,2,2,893,2289000.0,-3,2563.27,1,0,0,0,1,0,0
2309,4,4,4,1528,3465000.0,-4,2267.67,1,0,0,0,1,0,0
2310,12,4,3,2626,4777500.0,14,1819.31,1,0,0,0,0,0,1
2311,6,3,3,1076,1353300.0,8,1257.71,0,0,1,0,1,0,0
2312,4,2,1,635,1377900.0,-1,2169.92,0,1,0,0,0,0,1
2313,8,3,2,1571,861000.0,35,548.06,0,0,1,0,1,0,0
2314,12,5,4,2800,2814000.0,26,1005.0,1,0,0,0,1,0,0
2315,4,2,2,1098,4725000.0,5,4303.28,1,0,0,0,0,0,1
2316,4,4,5,2067,6540400.0,-3,3164.2,0,1,0,0,0,0,1
2317,12,6,6,6414,7140000.0,18,1113.19,1,0,0,0,1,0,0
2318,10,5,7,5700,8505000.0,25,1492.11,0,1,0,0,0,0,1
2319,4,3,3,1733,3937500.0,12,2272.07,0,1,0,0,1,0,0
2320,4,2,2,1163,2362500.0,5,2031.38,0,0,0,1,1,0,0
2321,4,2,1,700,1785000.0,-1,2550.0,1,0,0,0,1,0,0
2322,4,3,3,1141,3832500.0,-3,3358.9,1,0,0,0,0,0,1
2323,4,3,2,947,1739800.0,-4,1837.17,1,0,0,0,1,0,0
2324,6,3,3,1152,1510800.0,6,1311.46,0,1,0,0,1,0,0
2325,10,5,5,6376,9834300.0,-3,1542.39,0,0,1,0,0,0,1
2326,8,3,2,990,624800.0,43,631.11,1,0,0,0,1,0,0
2327,12,4,3,3002,5216400.0,32,1737.64,1,0,0,0,0,0,1
2328,4,1,1,528,1442700.0,-3,2732.39,0,0,1,0,0,0,1
2329,6,3,2,958,1155000.0,-2,1205.64,1,0,0,0,1,0,0
2330,4,3,3,1141,3804200.0,-3,3334.09,1,0,0,0,0,0,1
2331,8,3,2,990,598500.0,8,604.55,1,0,0,0,1,0,0
2332,8,3,2,914,879900.0,17,962.69,1,0,0,0,1,0,0
2333,4,4,4,1463,3874500.0,-2,2648.33,1,0,0,0,1,0,0
2334,4,1,1,495,1039500.0,3,2100.0,1,0,0,0,1,0,0
2335,9,5,6,4058,4757600.0,-6,1172.4,0,0,1,0,0,0,1
2336,10,6,5,6376,9834300.0,-3,1542.39,0,1,0,0,0,0,1
2337,8,2,2,732,514500.0,9,702.87,1,0,0,0,1,0,0
2338,4,3,3,1055,2955600.0,-3,2801.52,1,0,0,0,0,0,1
2339,4,1,1,667,1344000.0,14,2014.99,1,0,0,0,1,0,0
2340,8,3,2,1044,588000.0,9,563.22,1,0,0,0,1,0,0
2341,8,3,2,1001,630000.0,5,629.37,1,0,0,0,1,0,0
2342,8,3,2,1001,630000.0,5,629.37,1,0,0,0,1,0,0
2343,4,2,1,603,1667400.0,-3,2765.17,1,0,0,0,0,0,1
2344,8,4,4,1755,1163400.0,18,662.91,1,0,0,0,1,0,0
2345,4,4,5,2164,7232400.0,0,3342.14,0,1,0,0,0,0,1
2346,8,2,2,721,472500.0,8,655.34,1,0,0,0,1,0,0
2347,8,3,2,1184,609000.0,20,514.36,0,1,0,0,1,0,0
2348,4,2,2,743,924000.0,5,1243.61,1,0,0,0,1,0,0
2349,4,3,3,904,2467500.0,-2,2729.54,1,0,0,0,1,0,0
2350,4,3,2,1152,2604000.0,-1,2260.42,1,0,0,0,1,0,0
2351,4,2,1,614,1731400.0,-1,2819.87,1,0,0,0,1,0,0
2352,8,3,2,1119,514500.0,37,459.79,1,0,0,0,1,0,0
2353,8,2,2,731,441000.0,4,603.28,1,0,0,0,1,0,0
2354,8,3,2,1001,577500.0,7,576.92,1,0,0,0,1,0,0
2355,10,5,4,2500,4704000.0,19,1881.6,1,0,0,0,0,1,0
2356,10,9,7,5000,7644000.0,27,1528.8,1,0,0,0,0,0,1
2357,4,5,3,1884,4438400.0,-2,2355.84,0,1,0,0,0,0,1
2358,10,5,6,7700,8925000.0,25,1159.09,1,0,0,0,1,0,0
2359,8,3,2,1001,932400.0,4,931.47,0,0,0,1,1,0,0
2360,4,1,1,517,1281600.0,-1,2478.92,0,0,0,1,1,0,0
2361,8,2,2,1227,669900.0,6,545.97,0,0,0,1,1,0,0
2362,4,1,1,474,892500.0,-4,1882.91,0,1,0,0,1,0,0
2363,8,2,2,732,393800.0,41,537.98,1,0,0,0,1,0,0
2364,8,3,2,1216,777000.0,6,638.98,1,0,0,0,1,0,0
2365,8,3,2,1270,850500.0,18,669.69,0,1,0,0,1,0,0
2366,2,7,7,7015,8998500.0,8,1282.75,1,0,0,0,0,0,1
2367,2,6,7,11500,22890000.0,12,1990.43,1,0,0,0,1,0,0
2368,3,6,8,4133,4725000.0,18,1143.24,1,0,0,0,1,0,0
2369,8,2,2,731,357000.0,41,488.37,0,0,1,0,1,0,0
2370,8,2,2,700,719200.0,6,1027.43,1,0,0,0,1,0,0
2371,8,3,2,958,451500.0,36,471.29,1,0,0,0,1,0,0
2372,4,4,4,2217,3591000.0,44,1619.76,1,0,0,0,0,0,1
2373,4,2,1,657,1641200.0,0,2498.02,0,0,1,0,0,0,1
2374,8,3,2,990,617400.0,6,623.64,1,0,0,0,1,0,0
2375,4,1,1,506,1382800.0,0,2732.81,0,0,1,0,1,0,0
2376,8,2,2,635,417900.0,25,658.11,1,0,0,0,1,0,0
2377,4,5,4,1808,2520000.0,-1,1393.81,1,0,0,0,0,0,1
2378,10,6,5,6376,9834300.0,-3,1542.39,1,0,0,0,0,0,1
2379,12,6,7,5398,5985000.0,17,1108.74,1,0,0,0,0,0,1
2380,8,3,2,1195,577500.0,18,483.26,1,0,0,0,1,0,0
2381,4,2,1,657,1375500.0,-5,2093.61,0,0,1,0,1,0,0
2382,4,1,1,678,1386000.0,12,2044.25,1,0,0,0,1,0,0
2383,4,4,4,1399,3896600.0,-1,2785.28,0,0,1,0,1,0,0
2384,8,3,2,1216,734900.0,6,604.36,0,0,1,0,1,0,0
2385,4,2,2,980,1449000.0,8,1478.57,1,0,0,0,1,0,0
2386,4,1,1,517,1228500.0,-3,2376.21,1,0,0,0,1,0,0
2387,4,4,5,2303,6513300.0,0,2828.18,1,0,0,0,0,0,1
2388,4,2,2,667,1890000.0,-1,2833.58,1,0,0,0,0,0,1
2389,6,5,2,1593,2045400.0,5,1283.99,1,0,0,0,1,0,0
2390,4,4,4,2056,6606600.0,-3,3213.33,1,0,0,0,0,0,1
2391,4,3,2,1281,3674000.0,-3,2868.07,1,0,0,0,0,0,1
2392,4,1,1,624,2100000.0,12,3365.38,1,0,0,0,0,0,1
2393,4,2,2,786,2310000.0,-3,2938.93,0,1,0,0,0,0,1
2394,4,2,2,1001,1207500.0,7,1206.29,0,1,0,0,1,0,0
2395,4,3,2,1411,3439800.0,0,2437.85,0,0,1,0,0,0,1
2396,4,2,1,635,1470000.0,0,2314.96,1,0,0,0,0,0,1
2397,4,2,2,732,2053800.0,-1,2805.74,0,0,1,0,0,0,1
2398,4,1,1,614,819000.0,9,1333.88,1,0,0,0,1,0,0
2399,8,3,2,1000,522900.0,19,522.9,1,0,0,0,1,0,0
2400,6,3,3,1098,1312500.0,5,1195.36,1,0,0,0,1,0,0
2401,4,5,7,3972,18585000.0,-4,4679.0,1,0,0,0,1,0,0
2402,4,3,3,1776,7087500.0,0,3990.71,1,0,0,0,0,0,1
2403,8,2,2,721,391600.0,39,543.13,1,0,0,0,1,0,0
2404,4,3,2,1001,2764600.0,-4,2761.84,1,0,0,0,0,0,1
2405,4,2,1,850,1676800.0,-1,1972.71,1,0,0,0,1,0,0
2406,4,3,2,1000,2047500.0,-4,2047.5,0,1,0,0,1,0,0
2407,4,3,2,1012,1291500.0,5,1276.19,1,0,0,0,1,0,0
2408,8,3,2,1216,966000.0,5,794.41,1,0,0,0,1,0,0
2409,4,3,2,958,1496200.0,-4,1561.8,1,0,0,0,1,0,0
2410,4,2,1,635,1784000.0,-1,2809.45,0,0,1,0,1,0,0
2411,8,3,2,990,786300.0,5,794.24,0,0,0,1,1,0,0
2412,8,4,3,1571,1248300.0,30,794.59,1,0,0,0,1,0,0
2413,4,1,1,441,1522500.0,-4,3452.38,1,0,0,0,1,0,0
2414,4,3,3,1679,3696000.0,-3,2201.31,1,0,0,0,1,0,0
2415,4,3,3,1033,1405800.0,5,1360.89,0,1,0,0,1,0,0
2416,4,4,5,2820,7814100.0,0,2770.96,0,1,0,0,0,0,1
2417,8,3,2,947,1005900.0,7,1062.2,1,0,0,0,1,0,0
2418,4,3,2,915,2809700.0,0,3070.71,0,0,1,0,0,0,1
2419,4,1,1,484,1553000.0,-2,3208.68,1,0,0,0,0,0,1
2420,4,2,1,785,1154000.0,5,1470.06,0,1,0,0,0,0,1
2421,4,4,4,1281,2603000.0,0,2032.01,1,0,0,0,0,0,1
2422,12,4,5,3440,2625000.0,14,763.08,1,0,0,0,1,0,0
2423,8,4,2,1575,995400.0,30,632.0,1,0,0,0,1,0,0
2424,8,2,2,731,766500.0,5,1048.56,1,0,0,0,1,0,0
2425,4,5,4,2476,7224000.0,8,2917.61,1,0,0,0,0,0,1
2426,4,2,1,700,2006600.0,-1,2866.57,0,1,0,0,1,0,0
2427,8,3,2,968,796800.0,36,823.14,1,0,0,0,1,0,0
2428,3,4,4,2110,3465000.0,-2,1642.18,1,0,0,0,1,0,0
2429,4,3,2,1076,2788800.0,-3,2591.82,1,0,0,0,1,0,0
2430,4,4,3,1410,2929500.0,-4,2077.66,0,1,0,0,1,0,0
2431,4,3,2,872,2520000.0,-2,2889.91,1,0,0,0,0,0,1
2432,4,2,2,829,2244900.0,0,2707.96,0,0,1,0,0,0,1
2433,5,5,5,4000,5133300.0,9,1283.32,1,0,0,0,0,0,1
2434,12,5,5,3304,2541000.0,15,769.07,1,0,0,0,1,0,0
2435,4,3,2,797,1785000.0,-3,2239.65,1,0,0,0,0,0,1
2436,6,5,4,1593,1824000.0,-5,1145.01,0,0,0,1,1,0,0
2437,4,2,2,1055,1575000.0,10,1492.89,0,0,0,1,1,0,0
2438,8,3,2,1119,525000.0,40,469.17,1,0,0,0,1,0,0
2439,4,1,1,948,1890000.0,8,1993.67,0,0,1,0,0,0,1
2440,10,5,6,3700,5552400.0,9,1500.65,1,0,0,0,0,1,0
2441,4,4,2,3574,3930900.0,6,1099.86,1,0,0,0,1,0,0
2442,4,4,3,1452,1837500.0,27,1265.5,1,0,0,0,0,0,1
2443,4,2,1,614,1799400.0,-3,2930.62,1,0,0,0,0,0,1
2444,4,3,2,850,1218000.0,4,1432.94,1,0,0,0,1,0,0
2445,8,3,2,1001,661500.0,5,660.84,1,0,0,0,1,0,0
2446,3,4,3,2885,2940000.0,9,1019.06,1,0,0,0,1,0,0
2447,8,3,2,1184,619500.0,36,523.23,1,0,0,0,1,0,0
2448,4,5,5,1679,2595600.0,-2,1545.92,1,0,0,0,1,0,0
2449,4,2,1,700,1953000.0,-1,2790.0,0,1,0,0,1,0,0
2450,4,1,1,527,1354500.0,-3,2570.21,1,0,0,0,0,0,1
2451,4,4,4,1808,4748400.0,-2,2626.33,0,1,0,0,1,0,0
2452,4,4,4,1518,3570000.0,-2,2351.78,1,0,0,0,1,0,0
2453,8,3,2,1130,512400.0,33,453.45,1,0,0,0,1,0,0
2454,8,3,2,990,766500.0,42,774.24,1,0,0,0,1,0,0
2455,4,4,3,1184,1813400.0,-2,1531.59,0,0,0,1,1,0,0
2456,8,3,2,1109,509200.0,18,459.15,1,0,0,0,1,0,0
2457,4,3,2,1109,2310000.0,-4,2082.96,1,0,0,0,1,0,0
2458,6,3,2,980,1201200.0,-2,1225.71,0,1,0,0,1,0,0
2459,4,5,3,1389,3360000.0,-3,2419.01,1,0,0,0,0,0,1
2460,4,2,1,678,1869000.0,0,2756.64,1,0,0,0,0,0,1
2461,4,3,3,1497,2730000.0,18,1823.65,1,0,0,0,0,0,1
2462,8,3,2,1011,630000.0,4,623.15,1,0,0,0,1,0,0
2463,4,2,1,635,1545600.0,0,2434.02,0,0,1,0,0,0,1
2464,2,5,5,9505,10500000.0,45,1104.68,1,0,0,0,0,0,1
2465,8,3,2,990,828300.0,5,836.67,1,0,0,0,1,0,0
2466,4,4,3,1259,2226000.0,-4,1768.07,0,1,0,0,0,0,1
2467,4,1,1,506,1354500.0,0,2676.88,1,0,0,0,1,0,0
2468,4,2,2,904,1822800.0,-2,2016.37,0,0,1,0,0,0,1
2469,4,2,1,646,1575000.0,-1,2438.08,0,0,1,0,1,0,0
2470,4,3,2,1173,2236500.0,16,1906.65,0,1,0,0,1,0,0
2471,4,1,1,495,1312500.0,-3,2651.52,1,0,0,0,1,0,0
