num_beds,num_baths,size_sqft,price,built_year,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,price_per_sqft,price_avg_planning_area,psf_bbox,age,property_type_cluster house,property_type_condo,property_type_corner terrace,property_type_executive condo,property_type_hdb,property_type_semi-detached house,property_type_terraced house,property_type_infrequent_sklearn,furnishing_partial,furnishing_unfurnished,furnishing_unspecified,furnishing_infrequent_sklearn,tenure_999-year leasehold,tenure_freehold
5.0,5.0,1819,6161400.0,2023.0,0.0,12285.669340884064,545.48325731361,185.44096891037356,1183.6015790659003,3387.245739417262,1565.3349506591182,2098.691116417231,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4.0,3.0,1098,1680000.0,2017.0,1.0,42307.42896268402,250.81740330678824,447.1993691057848,457.5661607820148,1530.0546448087432,916.156239604433,866.3050711734767,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.0,5.0,6502,7329000.0,1995.0,0.0,11934.374173061657,325.7244377383468,408.6831390898275,765.198349567449,1127.1916333435863,1722.6320561005361,1172.8392914729272,27.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3.0,3.0,1055,2730000.0,2025.0,1.0,3159.1856757419678,741.7651307306714,1228.4580240526527,888.0639339934987,2587.6777251184835,2492.072166072044,2828.373986442772,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,872,2373000.0,2023.0,1.0,6901.669758812616,402.6211277536714,685.4650719221783,974.645797748637,2721.330275229358,2294.045637075662,2613.95018510195,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4.0,4.0,3348,5565000.0,2015.0,0.0,8026.34334783924,1142.8530150190627,619.1870198955987,404.4171516510227,1662.186379928315,1407.1363728201432,1910.8756010601765,7.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1227,2047500.0,1995.0,1.0,7885.912090289547,1173.849623662538,441.2881853750063,1531.7965255398162,1668.7041564792175,2492.072166072044,2199.2843625331757,27.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,710,1344000.0,2020.0,0.0,8593.576965669989,463.4692754836109,1152.2039501044817,1256.8439413869382,1892.957746478873,3197.7435554316266,3308.770062383876,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,517,1155000.0,2022.0,3.0,11604.095563139932,211.41298836641445,635.2204393344805,1088.4106101564914,2234.0425531914893,1279.472493994426,1843.058098069602,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,1130,2248000.0,2023.0,0.0,16832.762379321084,478.7915960146673,607.2544034059262,953.9715760418336,1989.3805309734516,2294.045637075662,1801.8183928237013,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,914,892500.0,2006.0,1.0,28693.11267948406,297.0295026327512,1233.9944278128555,1296.4053441277542,976.477024070022,2007.0264316816836,900.8284529703515,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,5.0,7534,9030000.0,1977.0,0.0,2.169997613002626,1962.909325572497,1172.2111454087749,2335.674061609314,1198.566498539952,1030.7946904276614,1097.2985190860181,45.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2.0,2.0,721,504000.0,1976.0,1.0,29371.14157162289,985.7591428935184,613.4936242619788,769.3721484119142,699.0291262135922,1441.8661569555527,686.2956413287885,46.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,6.0,4716,8059800.0,2025.0,0.0,5829.779776856125,973.6480653339354,998.3068991972442,570.4558063262758,1709.0330788804072,2301.847214742496,2458.984877838497,-3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3.0,3.0,958,2164000.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2258.8726513569936,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2.0,2.0,743,2252200.0,2025.0,3.0,112.5809175344779,382.2887018466324,603.7227860596781,1004.7202065365378,3031.224764468372,2907.2356465199555,3145.908224455027,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,700,2368300.0,2022.0,0.0,2208.955223880597,194.1726653260372,1373.6850427330005,1385.9867468432367,3383.285714285714,3623.018725710601,3822.3920196518025,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,1496,2940000.0,2023.0,0.0,8027.240454973556,906.9571930926876,1394.0136902250788,556.6588544571981,1965.24064171123,1678.2245536881246,2289.6988202462408,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,710,378000.0,1970.0,1.0,20796.046480566318,482.3851070830932,738.8505874625729,1192.4216128975925,532.3943661971831,1678.2245536881246,1720.3753302623652,52.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,796,524000.0,1984.0,0.0,18338.28821780629,331.2915375523103,545.733791358482,481.5935258231184,658.2914572864322,1508.0834925257445,2163.795449222439,38.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4.0,4.0,1744,5775000.0,2023.0,0.0,8593.576965669989,625.9176533001374,1479.5638033855105,1358.306740165934,3311.353211009174,3197.7435554316266,3256.6757575698607,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,624,1851200.0,2024.0,0.0,5829.779776856125,937.8851988083117,1265.3847882967773,656.164412804139,2966.6666666666665,2301.847214742496,2692.66986759978,-2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,731,472500.0,1976.0,1.0,21616.97247706422,684.1563200805919,469.6099217594972,306.76700393240304,646.374829001368,1441.8661569555527,846.3949896904018,46.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,6.0,4184,5132400.0,2019.0,0.0,6307.118033208907,1940.2141944891823,899.9738346458723,1225.7052667097437,1226.6730401529635,1722.6320561005361,1480.7576836941028,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,1097,596400.0,1980.0,1.0,10704.829151431091,473.4318818815761,86.36330216130013,566.2345572142169,543.6645396536007,1407.1363728201432,724.7409027865506,42.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,1.0,441,1142400.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2590.4761904761904,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,3.0,1959,5250000.0,2008.0,0.0,2208.955223880597,464.2188244576864,1610.7069690224585,1657.4565465576288,2679.9387442572743,3623.018725710601,3788.709228795327,14.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2.0,2.0,775,2278500.0,2023.0,0.0,8593.576965669989,625.9176533001374,1479.5638033855105,1358.306740165934,2940.0,3197.7435554316266,3256.6757575698607,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,3.0,1141,2505200.0,2025.0,0.0,10897.435897435898,658.6807323575998,1152.9212417480185,269.6184636276817,2195.617879053462,2394.617674038069,2558.147690647052,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,657,1647400.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2507.4581430745816,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4.0,2.0,2800,4809000.0,2011.0,1.0,12732.218002668582,1102.8892816140362,716.7084200021994,693.5413156135279,1717.5,1118.212654005509,1438.304579376998,11.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4.0,4.0,1528,4082400.0,2023.0,1.0,6901.669758812616,354.4055417280174,758.6345637974487,997.3637493264024,2671.7277486911,2294.045637075662,2685.5712940269805,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,1076,617400.0,1997.0,0.0,23280.268730831023,1663.903847883875,193.5052657273049,257.4109784414826,573.7918215613383,1722.6320561005361,877.881306124556,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,1.0,678,1730400.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2552.212389380531,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6.0,6.0,4000,7140000.0,1989.0,1.0,15691.36681606836,473.1997015469679,751.9296064840212,1176.0721976046482,1785.0,1407.1363728201432,1415.3732374063202,33.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6.0,5.0,4300,5040000.0,1977.0,2.0,14203.420342034204,468.2503684837472,773.474226704797,1101.4845196955057,1172.093023255814,856.6716704790283,1219.5931241838805,45.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,2.0,969,530200.0,2003.0,0.0,5813.150959969883,1341.7615640239646,1666.4864744123506,816.4436575078346,547.1620227038184,699.3216462057966,682.9706296456106,19.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,882,514500.0,1977.0,0.0,28521.416803953874,349.88340645256665,961.354770409244,931.199357190632,583.3333333333334,1678.2245536881246,937.0966420291857,45.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1119,2584900.0,2024.0,0.0,5829.779776856125,937.8851988083117,1265.3847882967773,656.164412804139,2310.0089365504914,2301.847214742496,2692.66986759978,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,1000,551200.0,2016.0,0.0,22872.971903442816,705.311772217746,1106.7095408691555,1343.0294955579752,551.2,1035.970803844845,786.375384278823,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,990,556500.0,2017.0,0.0,40245.74011823345,1037.6079377253232,223.57325613039805,544.5048979599849,562.1212121212121,600.4770645387979,580.7210638269988,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,872,1774500.0,2024.0,0.0,5861.603900819588,1494.0765909730078,764.0528111836798,1762.4208678591203,2034.977064220184,1541.2873877220459,2229.09585582053,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4.0,6.0,4717,8059800.0,2025.0,0.0,5829.779776856125,973.6480653339354,998.3068991972442,570.4558063262758,1708.6707653169387,2301.847214742496,2458.984877838497,-3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3.0,2.0,1109,2772000.0,2024.0,0.0,23172.41379310345,1450.2571999416098,538.525641944076,890.1849702441016,2499.549143372408,2301.847214742496,2602.96551585251,-2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,2.0,474,1259000.0,2019.0,0.0,5118.110236220472,793.433913746502,315.1028269693232,402.1671086365554,2656.118143459916,2936.2443489344096,2596.1793777502235,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2.0,883,1166600.0,2026.0,0.0,22872.971903442816,241.38215367188812,1119.2504226610613,962.3861536644962,1321.1778029445074,1035.970803844845,1072.616643259661,-4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,2.0,775,535500.0,1984.0,0.0,11749.9101688825,72.90154492099074,316.07145880831195,1002.8814865255658,690.9677419354839,1568.7881390840919,1068.3078380395336,38.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,981,551200.0,2004.0,0.0,18314.808174973103,722.1850540745268,64.62081706372035,378.8804764210452,561.8756371049949,1035.970803844845,503.5757763618941,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,753,2270100.0,2024.0,0.0,5829.779776856125,937.8851988083117,1265.3847882967773,656.164412804139,3014.741035856573,2301.847214742496,2692.66986759978,-2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.0,2.0,1324,682500.0,1993.0,1.0,20562.19768184722,358.67101663216687,583.8033563354794,693.4374366096464,515.4833836858006,600.4770645387979,598.8449485812714,29.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.0,2.0,1130,3139500.0,2023.0,0.0,778.7683164258633,982.436430177134,1344.9530885824513,1081.6038899428129,2778.3185840707965,2936.2443489344096,2753.4932087092357,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,3.0,1249,3675000.0,2022.0,1.0,4541.768045417681,760.1615161305373,466.84857154042527,623.8578336897374,2942.353883106485,2936.2443489344096,2971.6482585432313,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,775,1470000.0,2020.0,0.0,35013.1358968235,516.5615461252498,394.00989150185154,334.2738308713854,1896.774193548387,1508.0834925257445,881.4852001592626,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,980,556500.0,1987.0,0.0,31517.683927771974,651.1407610151834,175.23548137226564,208.95958535434423,567.8571428571429,901.3551056288627,678.9965009172278,35.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,721,1155000.0,2024.0,1.0,4042.665798151691,543.9518088921316,1059.707870911035,703.9568377607445,1601.9417475728155,1328.9038566073004,1596.4710984512658,-2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,2.0,732,407400.0,1983.0,0.0,30435.288640595903,585.9537771871583,251.1141208998892,393.5108495464178,556.5573770491803,1328.9038566073004,642.0177374379531,39.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6.0,6.0,7015,8998500.0,1998.0,3.0,898.6010415602982,158.39307861263285,1541.2664649668975,2087.6071310243306,1282.751247327156,2907.2356465199555,2546.2046840069825,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1140,1458300.0,2011.0,3.0,17864.441416893733,311.09931967917163,276.98620228029296,1056.4760234257926,1279.2105263157894,2394.617674038069,2622.2835124261173,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,3.0,1604,4257800.0,2023.0,1.0,6901.669758812616,354.4055417280174,758.6345637974487,997.3637493264024,2654.488778054863,2294.045637075662,2685.5712940269805,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,3.0,1033,1575000.0,2024.0,1.0,4042.665798151691,543.9518088921316,1059.707870911035,703.9568377607445,1524.685382381413,1328.9038566073004,1596.4710984512658,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,1163,2205000.0,2007.0,0.0,8402.061855670103,274.2956015582299,800.3838448991928,369.4358911510897,1895.9587274290627,1568.7881390840919,2591.819702635055,15.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,1216,2598800.0,2022.0,0.0,18829.290006677053,262.4367518074025,342.70754148422174,345.29432371879204,2137.1710526315787,1722.6320561005361,2277.7436128896716,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2.0,1.0,635,1306200.0,2023.0,1.0,12732.218002668582,754.6794308288239,636.2978270934103,758.2205247976032,2057.0078740157483,1118.212654005509,1166.3417837970303,-1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,1184,556500.0,2002.0,0.0,41615.55721765146,1488.6554287254448,367.6432410933301,531.1910353904963,470.0168918918919,880.0572923754722,704.674746204091,20.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.0,2.0,1183,932400.0,2004.0,0.0,24586.051179126945,2080.658231329736,203.9322234837807,419.4767601496084,788.1656804733727,916.156239604433,1246.6894715070368,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,1.0,699,407400.0,1972.0,1.0,25304.795448387973,385.02878352835904,223.5496180625408,155.44594055127098,582.8326180257511,1508.0834925257445,1046.4750532156265,50.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,1.0,947,785400.0,1969.0,0.0,28765.90046864539,483.3033667662021,591.819078641708,657.3777730173986,829.3558606124604,1565.3349506591182,1263.7440644733938,53.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,893,556500.0,1987.0,2.0,15775.982167734745,649.5552286087883,291.92999443435133,430.1868773766234,623.1802911534155,1225.0323485052786,691.0873447587282,35.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,969,1199100.0,2027.0,0.0,34290.3973322783,1294.9786118082056,788.7416080547456,514.5563250173617,1237.4613003095976,901.3551056288627,1248.8036394081632,-5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6.0,4.0,2418,3675000.0,2013.0,0.0,9.624639076034647,1736.3807612780722,1260.1663965882171,1745.4695698356784,1519.8511166253102,1541.2873877220459,1327.1290514725963,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,2.0,1313,722400.0,1999.0,0.0,38400.0,415.3394983222078,390.8168093827724,753.3373842449618,550.1904036557502,880.0572923754722,674.1833237526628,23.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.0,3.0,1646,827400.0,1983.0,0.0,30435.288640595903,598.3307775300182,378.5574292033572,335.2046713109421,502.67314702308624,1328.9038566073004,610.4635689755033,39.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,2.0,1862,1207500.0,1981.0,2.0,13169.088975540588,394.93499828056224,536.6764986604898,1050.3657968107902,648.4962406015038,1407.1363728201432,569.8601745442204,41.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,6.0,7534,9030000.0,1977.0,0.0,2.169997613002626,1962.909325572497,1172.2111454087749,2335.674061609314,1198.566498539952,1030.7946904276614,1097.2985190860181,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,965,828300.0,1999.0,2.0,14203.420342034204,283.54280782834354,770.775853033805,686.8025268849493,858.3419689119171,856.6716704790283,1195.7773968320014,23.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,926,1962600.0,2016.0,1.0,6901.669758812616,552.6600995400389,486.79474365842776,764.0846837879287,2119.438444924406,2294.045637075662,2606.8539724006173,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1313,672000.0,1989.0,1.0,20562.19768184722,688.4764252611789,687.575627926778,476.1462998665389,511.8050266565118,600.4770645387979,679.7638320163552,33.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1087,945000.0,2001.0,0.0,13092.003105590062,162.01054449156894,426.6304106806878,468.6955445590532,869.3652253909844,1565.3349506591182,1212.684913385946,21.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,2.0,915,1365000.0,1980.0,0.0,3591.883178456287,984.4836199633412,639.6723850164478,748.8726653787066,1491.8032786885246,2492.072166072044,1929.5109055446353,42.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,990,556500.0,1978.0,0.0,25545.463058338795,1142.4220044306314,396.1889390836579,789.8956588033299,562.1212121212121,1407.1363728201432,1775.1099799774445,44.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,3.0,1281,3570000.0,2025.0,1.0,4541.768045417681,793.5433036520621,318.16869373503664,471.2302695528626,2786.88524590164,2936.2443489344096,2968.4784603907146,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,678,1677900.0,2021.0,0.0,3012.0481927710844,151.2909124019562,743.9686198853548,717.6852647858569,2474.778761061947,1508.0834925257445,2034.8918464587298,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,4.0,1862,5901200.0,2022.0,1.0,3159.1856757419678,569.1814760460816,1098.7780170606245,788.6292176033181,3169.280343716434,2492.072166072044,2742.661795389009,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4.0,2.0,1163,1627500.0,2017.0,0.0,32150.73160954099,1025.1855602841963,540.9229262283959,1045.422116387557,1399.3981083404988,916.156239604433,1018.5479946240893,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,2.0,678,1785000.0,2025.0,0.0,10897.435897435898,658.6807323575998,1152.9212417480185,269.6184636276817,2632.7433628318586,2394.617674038069,2558.147690647052,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,678,2156700.0,2025.0,0.0,10897.435897435898,658.6807323575998,1152.9212417480185,269.6184636276817,3180.973451327434,2394.617674038069,2558.147690647052,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,1432,5972400.0,2024.0,0.0,2208.955223880597,244.79983460790743,1386.858208117917,1430.4757426756892,4170.670391061452,3623.018725710601,3810.021706522209,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,3.0,1604,765300.0,1977.0,0.0,24687.540265429718,923.5143585334366,1081.2785340454898,270.8012943578677,477.1197007481297,699.3216462057966,504.95586024132064,45.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,4.0,2842,14422800.0,2014.0,0.0,5324.211778703153,955.4046057016274,1232.7169337792393,1383.400917620388,4486.890450010187,3197.7435554316266,3457.5919293510206,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6.0,7.0,8320,16674000.0,2010.0,0.0,3591.883178456287,582.6453123167435,527.7813249551822,738.2011391573955,2004.0865384615383,2492.072166072044,2019.9977847794805,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8.0,6.0,6600,11550000.0,2004.0,4.0,1359.2670471613098,716.4164355932415,1305.1607752137213,1406.7752445233564,1750.0,1565.3349506591182,2398.523288945967,18.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.0,2.0,1291,798000.0,1998.0,0.0,19534.07417324943,926.7142850126854,754.3027119193272,743.4110624350312,618.1254841208365,699.3216462057966,699.7753914985402,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3.0,2.0,1184,617400.0,2000.0,1.0,42307.42896268402,182.2596595943704,241.5312218941347,575.2403272950576,521.4527027027027,916.156239604433,1065.495420310384,22.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,2.0,1603,787500.0,1988.0,0.0,33186.9740212221,1496.483341595508,172.88084132727394,382.5107117259852,491.26637554585153,1030.7946904276614,559.6531537812625,34.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.0,5.0,7000,115500000.0,1997.0,1.0,3200.283419933869,242.3354681588651,1039.0516262058682,1998.6618587040575,4486.890450010187,2492.072166072044,2108.9050797353266,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6.0,5.0,7000,9333300.0,2014.0,0.0,8026.34334783924,1123.3337849151935,322.32503987013234,1070.666389475347,1333.3285714285714,1407.1363728201432,1569.9073663842182,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.0,3.0,1927,5932500.0,2010.0,0.0,5118.110236220472,835.9590997618768,708.6976416101611,845.4597611385959,3078.619615983394,2936.2443489344096,2795.7170480532814,12.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,2.0,1087,540800.0,1974.0,1.0,38762.48286665361,527.770670751459,309.1169173461675,365.6683504348517,497.5160993560257,673.7523573248227,520.8182999184826,48.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3.0,2.0,1290,628800.0,1974.0,1.0,26015.228426395937,137.5705972643688,359.83057172360475,216.8041385783468,487.4418604651163,673.7523573248227,615.6150717197588,48.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,2.0,1517,933300.0,1974.0,1.0,38762.48286665361,475.61428296967546,468.32489618560567,217.52361140381197,615.2274225444958,673.7523573248227,717.945428438215,48.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,1.0,914,1134000.0,2013.0,0.0,8674.698795180724,1154.8404946108626,287.75816286693293,241.42604612410207,1240.7002188183808,2301.847214742496,1805.32637300753,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3.0,2.0,1571,840000.0,1974.0,0.0,37665.52755232807,809.5715450919736,338.90967043673083,155.6624881888538,534.6912794398472,673.7523573248227,529.7523935819539,48.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.0,2.0,1442,714000.0,1984.0,1.0,35518.5136381605,510.357910429704,111.5824064693419,412.2335395638255,495.1456310679612,901.3551056288627,526.3587085789134,38.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2.0,721,564900.0,2013.0,0.0,34290.3973322783,822.0135917660416,248.477346798586,731.0009089308362,783.495145631068,901.3551056288627,580.5576186057781,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,1.0,657,1876600.0,2023.0,0.0,778.7683164258633,982.436430177134,1344.9530885824513,1081.6038899428129,2856.316590563166,2936.2443489344096,2753.4932087092357,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.0,3.0,1690,2730000.0,1997.0,0.0,16832.762379321084,680.6169211817004,233.8040957409233,856.1568919297237,1615.3846153846157,2294.045637075662,1873.0242360715843,25.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4.0,3.0,2034,3990000.0,1997.0,0.0,3591.883178456287,702.8562744839671,573.8269574876437,776.3322243777748,1961.6519174041296,2492.072166072044,1972.0689606916635,25.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4.0,6.0,2056,7020300.0,2025.0,0.0,8023.433520122262,732.9258504402592,1442.8880947913824,871.7350626324293,3414.5428015564203,3034.537599107357,2971.534940877923,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4.0,3.0,1571,876800.0,1985.0,0.0,18530.7743216413,965.3701652498204,274.8128223589047,483.778247444514,558.115849777212,901.3551056288627,521.027636151022,37.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1335,1428000.0,2016.0,0.0,2219.9750163583367,1656.8390214932742,851.7132804052118,442.7236600001911,1069.6629213483145,901.3551056288627,945.4634057243185,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,721,1509900.0,2023.0,0.0,5652.815861632566,650.4000150206671,486.08858554982737,295.0635824448635,2094.1747572815534,1541.2873877220459,1692.7422701181913,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2.0,1238,785400.0,2000.0,1.0,10704.829151431091,639.0207982922244,442.3565182720031,361.39673131112585,634.4103392568659,1407.1363728201432,718.8396836096903,22.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.0,2.0,1432,924000.0,1975.0,0.0,32052.80921183244,734.9666374756645,734.38187451318,548.2344756220357,645.2513966480446,1118.212654005509,832.6509809139102,47.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,1.0,527,1632800.0,2024.0,0.0,3176.302640970735,304.7787877896361,456.4984009714498,821.7461758665253,3098.292220113852,2907.2356465199555,3095.034505947032,-2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,646,1341300.0,2025.0,3.0,13503.292250548708,312.7041051402145,547.8650319531663,557.1356204468078,2076.315789473684,1279.472493994426,1566.0085210372742,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,2.0,872,2295300.0,2026.0,0.0,775.1937984496124,371.1159476494988,464.8345043003176,1549.0173268405508,2632.2247706422017,2907.2356465199555,2701.046423439582,-4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.0,6.0,7535,9030000.0,1977.0,0.0,2.169997613002626,1962.909325572497,1172.2111454087749,2335.674061609314,1198.4074319840745,1030.7946904276614,1097.2985190860181,45.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.0,2.0,1227,3579200.0,2025.0,1.0,4541.768045417681,793.5433036520621,318.16869373503664,471.2302695528626,2917.0334148329257,2936.2443489344096,2968.4784603907146,-3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,5700,8505000.0,2004.0,1.0,3200.283419933869,814.2777656258085,1271.1735042065677,1269.8150127898214,1492.1052631578948,2492.072166072044,2276.7887314225977,18.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
